policy,episode,seed,num_humans,steps,completion_time_steps,completion_time_seconds,coverage_rate,covered_cells,completion,timeout,collision_end,team_return,wall_collisions,robot_collisions,human_collisions,all_collisions,wall_collision_rate,robot_collision_rate,human_collision_rate,all_collision_rate,revisits,cell_entries,sweep_efficiency
Plain BOSCO (0 humans),19,0,0,4000,nan,nan,0.5104166865348816,196.0,0.0,1.0,0.0,-211568.10196714103,6723.0,0.0,0.0,6723.0,0.56025,0.0,0.0,0.56025,nan,nan,nan
Plain BOSCO (0 humans),20,0,0,4000,nan,nan,0.1875,72.0,0.0,1.0,0.0,-127310.07337969542,3839.0,0.0,0.0,3839.0,0.3199166666666667,0.0,0.0,0.3199166666666667,nan,nan,nan
Plain BOSCO (0 humans),21,0,0,4000,nan,nan,0.4322916865348816,166.0,0.0,1.0,0.0,-429603.94296246767,3962.0,5926.0,0.0,9888.0,0.33016666666666666,0.49383333333333335,0.0,0.824,nan,nan,nan
Plain BOSCO (0 humans),22,0,0,4000,nan,nan,0.2473958432674408,95.0,0.0,1.0,0.0,-225786.4147900343,7136.0,0.0,0.0,7136.0,0.5946666666666667,0.0,0.0,0.5946666666666667,nan,nan,nan
Plain BOSCO (0 humans),23,0,0,4000,nan,nan,0.5416666865348816,208.0,0.0,1.0,0.0,-119322.74050459266,3675.0,0.0,0.0,3675.0,0.30625,0.0,0.0,0.30625,nan,nan,nan
Plain BOSCO (0 humans),24,0,0,4000,nan,nan,0.2526041865348816,97.0,0.0,1.0,0.0,-121637.33860749006,3643.0,0.0,0.0,3643.0,0.3035833333333333,0.0,0.0,0.3035833333333333,nan,nan,nan
Plain BOSCO (0 humans),25,0,0,4000,nan,nan,0.4791666865348816,184.0,0.0,1.0,0.0,-20147.170246362686,105.0,74.0,0.0,179.0,0.00875,0.006166666666666667,0.0,0.014916666666666667,nan,nan,nan
Plain BOSCO (0 humans),26,0,0,4000,nan,nan,0.328125,126.0,0.0,1.0,0.0,-256593.47820210457,7928.0,0.0,0.0,7928.0,0.6606666666666666,0.0,0.0,0.6606666666666666,nan,nan,nan
Plain BOSCO (0 humans),27,0,0,4000,nan,nan,0.484375,186.0,0.0,1.0,0.0,-99819.2514912188,2961.0,0.0,0.0,2961.0,0.24675,0.0,0.0,0.24675,nan,nan,nan
Plain BOSCO (0 humans),28,0,0,4000,nan,nan,0.25,96.0,0.0,1.0,0.0,-16186.837227523327,133.0,0.0,0.0,133.0,0.011083333333333334,0.0,0.0,0.011083333333333334,nan,nan,nan
Plain BOSCO (0 humans),29,0,0,4000,nan,nan,0.2057291716337204,79.0,0.0,1.0,0.0,-123340.38781243563,3792.0,0.0,0.0,3792.0,0.316,0.0,0.0,0.316,nan,nan,nan
Plain BOSCO (0 humans),30,0,0,4000,nan,nan,0.3151041865348816,121.0,0.0,1.0,0.0,-233796.96756695956,7449.0,0.0,0.0,7449.0,0.62075,0.0,0.0,0.62075,nan,nan,nan
Plain BOSCO (0 humans),31,0,0,4000,nan,nan,0.2604166865348816,100.0,0.0,1.0,0.0,-347775.45657902956,11260.0,0.0,0.0,11260.0,0.9383333333333334,0.0,0.0,0.9383333333333334,nan,nan,nan
Plain BOSCO (0 humans),32,0,0,4000,nan,nan,0.3541666865348816,136.0,0.0,1.0,0.0,-332006.4964917898,10729.0,0.0,0.0,10729.0,0.8940833333333333,0.0,0.0,0.8940833333333333,nan,nan,nan
Plain BOSCO (0 humans),33,0,0,4000,nan,nan,0.75,288.0,0.0,1.0,0.0,-282741.5281213522,9181.0,0.0,0.0,9181.0,0.7650833333333333,0.0,0.0,0.7650833333333333,nan,nan,nan
Plain BOSCO (0 humans),34,0,0,4000,nan,nan,0.3958333432674408,152.0,0.0,1.0,0.0,-241674.30681824684,7700.0,0.0,0.0,7700.0,0.6416666666666667,0.0,0.0,0.6416666666666667,nan,nan,nan
Plain BOSCO (0 humans),35,0,0,4000,nan,nan,0.4661458432674408,179.0,0.0,1.0,0.0,-218186.14720714092,6920.0,0.0,0.0,6920.0,0.5766666666666667,0.0,0.0,0.5766666666666667,nan,nan,nan
Plain BOSCO (0 humans),36,0,0,4000,nan,nan,0.375,144.0,0.0,1.0,0.0,-132203.9598596692,4040.0,0.0,0.0,4040.0,0.33666666666666667,0.0,0.0,0.33666666666666667,nan,nan,nan
Plain BOSCO (0 humans),37,0,0,4000,nan,nan,0.21875,84.0,0.0,1.0,0.0,-239814.3742570877,7572.0,0.0,0.0,7572.0,0.631,0.0,0.0,0.631,nan,nan,nan
Plain BOSCO (0 humans),38,0,0,4000,nan,nan,0.1953125,75.0,0.0,1.0,0.0,-121221.58782231808,3585.0,0.0,0.0,3585.0,0.29875,0.0,0.0,0.29875,nan,nan,nan
Plain BOSCO (0 humans),39,0,0,4000,nan,nan,0.3723958432674408,143.0,0.0,1.0,0.0,-239756.70147800446,7653.0,0.0,0.0,7653.0,0.63775,0.0,0.0,0.63775,nan,nan,nan
Plain BOSCO (0 humans),40,0,0,4000,nan,nan,0.4375,168.0,0.0,1.0,0.0,-230646.19058990479,7374.0,0.0,0.0,7374.0,0.6145,0.0,0.0,0.6145,nan,nan,nan
Plain BOSCO (0 humans),41,0,0,4000,nan,nan,0.578125,222.0,0.0,1.0,0.0,-302493.9999641627,9777.0,0.0,0.0,9777.0,0.81475,0.0,0.0,0.81475,nan,nan,nan
Plain BOSCO (0 humans),42,0,0,4000,nan,nan,0.375,144.0,0.0,1.0,0.0,-15691.871751844883,153.0,0.0,0.0,153.0,0.01275,0.0,0.0,0.01275,nan,nan,nan
Plain BOSCO (0 humans),43,0,0,4000,nan,nan,0.3098958432674408,119.0,0.0,1.0,0.0,-228078.60812702775,7218.0,0.0,0.0,7218.0,0.6015,0.0,0.0,0.6015,nan,nan,nan
Plain BOSCO (0 humans),44,0,0,4000,nan,nan,0.5546875,213.0,0.0,1.0,0.0,-412584.031512022,3076.0,6190.0,0.0,9266.0,0.25633333333333336,0.5158333333333334,0.0,0.7721666666666667,nan,nan,nan
Plain BOSCO (0 humans),45,0,0,4000,nan,nan,0.4296875,165.0,0.0,1.0,0.0,-233920.93560934067,7494.0,0.0,0.0,7494.0,0.6245,0.0,0.0,0.6245,nan,nan,nan
Plain BOSCO (0 humans),46,0,0,4000,nan,nan,0.5677083730697632,218.0,0.0,1.0,0.0,-413875.6053497195,4010.0,5598.0,0.0,9608.0,0.33416666666666667,0.4665,0.0,0.8006666666666666,nan,nan,nan
Plain BOSCO (0 humans),47,0,0,4000,nan,nan,0.3333333432674408,128.0,0.0,1.0,0.0,-125957.57444763184,3844.0,0.0,0.0,3844.0,0.32033333333333336,0.0,0.0,0.32033333333333336,nan,nan,nan
Plain BOSCO (0 humans),48,0,0,4000,nan,nan,0.4713541865348816,181.0,0.0,1.0,0.0,-341569.47402977943,10650.0,0.0,0.0,10650.0,0.8875,0.0,0.0,0.8875,nan,nan,nan
Plain BOSCO (0 humans),49,0,0,4000,nan,nan,0.4192708432674408,161.0,0.0,1.0,0.0,-110411.83617311716,3391.0,0.0,0.0,3391.0,0.28258333333333335,0.0,0.0,0.28258333333333335,nan,nan,nan
Plain BOSCO (0 humans),50,0,0,4000,nan,nan,0.3151041865348816,121.0,0.0,1.0,0.0,-125024.19749104977,3653.0,0.0,0.0,3653.0,0.30441666666666667,0.0,0.0,0.30441666666666667,nan,nan,nan
Plain BOSCO (0 humans),51,0,0,4000,nan,nan,0.5520833730697632,212.0,0.0,1.0,0.0,-133909.75618624687,4078.0,0.0,0.0,4078.0,0.3398333333333333,0.0,0.0,0.3398333333333333,nan,nan,nan
Plain BOSCO (0 humans),52,0,0,4000,nan,nan,0.1145833358168602,44.0,0.0,1.0,0.0,-414069.0039026141,77.0,7700.0,0.0,7777.0,0.006416666666666667,0.6416666666666667,0.0,0.6480833333333333,nan,nan,nan
Plain BOSCO (0 humans),53,0,0,4000,nan,nan,0.3229166865348816,124.0,0.0,1.0,0.0,-119012.22895383835,3395.0,40.0,0.0,3435.0,0.28291666666666665,0.0033333333333333335,0.0,0.28625,nan,nan,nan
Plain BOSCO (0 humans),54,0,0,4000,nan,nan,0.1822916716337204,70.0,0.0,1.0,0.0,-365421.649123013,11341.0,0.0,0.0,11341.0,0.9450833333333334,0.0,0.0,0.9450833333333334,nan,nan,nan
Plain BOSCO (0 humans),55,0,0,4000,nan,nan,0.0911458358168602,35.0,0.0,1.0,0.0,-522066.25646579266,3731.0,7948.0,0.0,11679.0,0.3109166666666667,0.6623333333333333,0.0,0.97325,nan,nan,nan
Plain BOSCO (0 humans),56,0,0,4000,nan,nan,0.3776041865348816,145.0,0.0,1.0,0.0,-218440.07142806053,6966.0,0.0,0.0,6966.0,0.5805,0.0,0.0,0.5805,nan,nan,nan
Plain BOSCO (0 humans),57,0,0,4000,nan,nan,0.5572916865348816,214.0,0.0,1.0,0.0,-101981.1868250966,2771.0,166.0,0.0,2937.0,0.23091666666666666,0.013833333333333333,0.0,0.24475,nan,nan,nan
Plain BOSCO (0 humans),58,0,0,4000,nan,nan,0.1822916716337204,70.0,0.0,1.0,0.0,-118671.04134760797,3574.0,0.0,0.0,3574.0,0.29783333333333334,0.0,0.0,0.29783333333333334,nan,nan,nan
Plain BOSCO (0 humans),59,0,0,4000,nan,nan,0.265625,102.0,0.0,1.0,0.0,-479765.9354715347,3945.0,6864.0,0.0,10809.0,0.32875,0.572,0.0,0.90075,nan,nan,nan
Plain BOSCO (0 humans),60,0,0,4000,nan,nan,0.390625,150.0,0.0,1.0,0.0,-207330.400254488,6538.0,0.0,0.0,6538.0,0.5448333333333333,0.0,0.0,0.5448333333333333,nan,nan,nan
Plain BOSCO (0 humans),61,0,0,4000,nan,nan,0.3541666865348816,136.0,0.0,1.0,0.0,-16488.561579346657,173.0,0.0,0.0,173.0,0.014416666666666666,0.0,0.0,0.014416666666666666,nan,nan,nan
Plain BOSCO (0 humans),62,0,0,4000,nan,nan,0.1041666716337204,40.0,0.0,1.0,0.0,-527851.9817172289,4017.0,7642.0,0.0,11659.0,0.33475,0.6368333333333334,0.0,0.9715833333333334,nan,nan,nan
Plain BOSCO (0 humans),63,0,0,4000,nan,nan,0.1666666716337204,64.0,0.0,1.0,0.0,-237290.30805182457,7508.0,0.0,0.0,7508.0,0.6256666666666667,0.0,0.0,0.6256666666666667,nan,nan,nan
Plain BOSCO (0 humans),64,0,0,4000,nan,nan,0.2057291716337204,79.0,0.0,1.0,0.0,-118358.9002597332,3521.0,0.0,0.0,3521.0,0.29341666666666666,0.0,0.0,0.29341666666666666,nan,nan,nan
Plain BOSCO (0 humans),65,0,0,4000,nan,nan,0.3255208432674408,125.0,0.0,1.0,0.0,-367547.29402577877,10806.0,0.0,0.0,10806.0,0.9005,0.0,0.0,0.9005,nan,nan,nan
Plain BOSCO (0 humans),66,0,0,4000,nan,nan,0.0833333358168602,32.0,0.0,1.0,0.0,-130499.27939915657,3952.0,0.0,0.0,3952.0,0.3293333333333333,0.0,0.0,0.3293333333333333,nan,nan,nan
Plain BOSCO (0 humans),67,0,0,4000,nan,nan,0.0416666679084301,16.0,0.0,1.0,0.0,-529194.8794443607,3987.0,7866.0,0.0,11853.0,0.33225,0.6555,0.0,0.98775,nan,nan,nan
Plain BOSCO (0 humans),68,0,0,4000,nan,nan,0.0729166716337204,28.0,0.0,1.0,0.0,-130978.22547915578,3982.0,0.0,0.0,3982.0,0.3318333333333333,0.0,0.0,0.3318333333333333,nan,nan,nan
Plain BOSCO (0 humans),69,0,0,4000,nan,nan,0.2916666865348816,112.0,0.0,1.0,0.0,-116392.85859441757,3513.0,0.0,0.0,3513.0,0.29275,0.0,0.0,0.29275,nan,nan,nan
Plain BOSCO (0 humans),70,0,0,4000,nan,nan,0.1041666716337204,40.0,0.0,1.0,0.0,-139336.5343489647,3986.0,4.0,0.0,3990.0,0.33216666666666667,0.0003333333333333333,0.0,0.3325,nan,nan,nan
Plain BOSCO (0 humans),71,0,0,4000,nan,nan,0.0651041716337204,25.0,0.0,1.0,0.0,-133635.21925783157,4037.0,0.0,0.0,4037.0,0.33641666666666664,0.0,0.0,0.33641666666666664,nan,nan,nan
Plain BOSCO (0 humans),72,0,0,4000,nan,nan,0.0885416716337204,34.0,0.0,1.0,0.0,-134877.26326668262,3966.0,0.0,0.0,3966.0,0.3305,0.0,0.0,0.3305,nan,nan,nan
Plain BOSCO (0 humans),73,0,0,4000,nan,nan,0.1432291716337204,55.0,0.0,1.0,0.0,-131442.9382686019,3946.0,0.0,0.0,3946.0,0.3288333333333333,0.0,0.0,0.3288333333333333,nan,nan,nan
Plain BOSCO (0 humans),74,0,0,4000,nan,nan,0.0338541679084301,13.0,0.0,1.0,0.0,-252961.88863039017,7994.0,0.0,0.0,7994.0,0.6661666666666667,0.0,0.0,0.6661666666666667,nan,nan,nan
Plain BOSCO (0 humans),75,0,0,4000,nan,nan,0.4348958432674408,167.0,0.0,1.0,0.0,-242209.57484665513,7687.0,0.0,0.0,7687.0,0.6405833333333333,0.0,0.0,0.6405833333333333,nan,nan,nan
Plain BOSCO (0 humans),76,0,0,4000,nan,nan,0.0416666679084301,16.0,0.0,1.0,0.0,-145554.773191154,4027.0,12.0,0.0,4039.0,0.33558333333333334,0.001,0.0,0.33658333333333335,nan,nan,nan
Plain BOSCO (0 humans),77,0,0,4000,nan,nan,0.0546875,21.0,0.0,1.0,0.0,-250969.79937526584,7923.0,0.0,0.0,7923.0,0.66025,0.0,0.0,0.66025,nan,nan,nan
Plain BOSCO (0 humans),78,0,0,4000,nan,nan,0.0442708358168602,17.0,0.0,1.0,0.0,-252040.1013226509,7945.0,0.0,0.0,7945.0,0.6620833333333334,0.0,0.0,0.6620833333333334,nan,nan,nan
Plain BOSCO (0 humans),79,0,0,4000,nan,nan,0.1171875,45.0,0.0,1.0,0.0,-25451.14316534996,86.0,28.0,0.0,114.0,0.007166666666666667,0.0023333333333333335,0.0,0.0095,nan,nan,nan
Plain BOSCO (0 humans),80,0,0,4000,nan,nan,0.2083333432674408,80.0,0.0,1.0,0.0,-249584.67144453526,7471.0,0.0,0.0,7471.0,0.6225833333333334,0.0,0.0,0.6225833333333334,nan,nan,nan
Plain BOSCO (0 humans),81,0,0,4000,nan,nan,0.0703125,27.0,0.0,1.0,0.0,-248754.32538816333,7903.0,0.0,0.0,7903.0,0.6585833333333333,0.0,0.0,0.6585833333333333,nan,nan,nan
Plain BOSCO (0 humans),82,0,0,4000,nan,nan,0.2447916716337204,94.0,0.0,1.0,0.0,-346270.74519741535,11165.0,0.0,0.0,11165.0,0.9304166666666667,0.0,0.0,0.9304166666666667,nan,nan,nan
Plain BOSCO (0 humans),83,0,0,4000,nan,nan,0.0546875,21.0,0.0,1.0,0.0,-257819.37144958973,7854.0,0.0,0.0,7854.0,0.6545,0.0,0.0,0.6545,nan,nan,nan
Plain BOSCO (0 humans),84,0,0,4000,nan,nan,0.0833333358168602,32.0,0.0,1.0,0.0,-132602.57979929447,3983.0,0.0,0.0,3983.0,0.3319166666666667,0.0,0.0,0.3319166666666667,nan,nan,nan
Plain BOSCO (0 humans),85,0,0,4000,nan,nan,0.1067708358168602,41.0,0.0,1.0,0.0,-144739.18236625195,3978.0,74.0,0.0,4052.0,0.3315,0.006166666666666667,0.0,0.33766666666666667,nan,nan,nan
Plain BOSCO (0 humans),86,0,0,4000,nan,nan,0.2265625,87.0,0.0,1.0,0.0,-134229.32147693634,4108.0,0.0,0.0,4108.0,0.3423333333333333,0.0,0.0,0.3423333333333333,nan,nan,nan
Plain BOSCO (0 humans),87,0,0,4000,nan,nan,0.171875,66.0,0.0,1.0,0.0,-126269.10938468575,3769.0,0.0,0.0,3769.0,0.3140833333333333,0.0,0.0,0.3140833333333333,nan,nan,nan
Plain BOSCO (0 humans),88,0,0,4000,nan,nan,0.0390625,15.0,0.0,1.0,0.0,-248951.24753034115,7939.0,0.0,0.0,7939.0,0.6615833333333333,0.0,0.0,0.6615833333333333,nan,nan,nan
Plain BOSCO (0 humans),89,0,0,4000,nan,nan,0.0755208358168602,29.0,0.0,1.0,0.0,-133739.47415816784,4022.0,0.0,0.0,4022.0,0.33516666666666667,0.0,0.0,0.33516666666666667,nan,nan,nan
Plain BOSCO (0 humans),90,0,0,4000,nan,nan,0.2994791865348816,115.0,0.0,1.0,0.0,-135472.8374593258,4022.0,0.0,0.0,4022.0,0.33516666666666667,0.0,0.0,0.33516666666666667,nan,nan,nan
Plain BOSCO (0 humans),91,0,0,4000,nan,nan,0.4453125,171.0,0.0,1.0,0.0,-423727.6952084005,3011.0,6426.0,0.0,9437.0,0.2509166666666667,0.5355,0.0,0.7864166666666667,nan,nan,nan
Plain BOSCO (0 humans),92,0,0,4000,nan,nan,0.2291666716337204,88.0,0.0,1.0,0.0,-458550.74318775535,4003.0,6436.0,0.0,10439.0,0.33358333333333334,0.5363333333333333,0.0,0.8699166666666667,nan,nan,nan
Plain BOSCO (0 humans),93,0,0,4000,nan,nan,0.2213541716337204,85.0,0.0,1.0,0.0,-347471.2648766637,11194.0,0.0,0.0,11194.0,0.9328333333333333,0.0,0.0,0.9328333333333333,nan,nan,nan
Plain BOSCO (0 humans),94,0,0,4000,nan,nan,0.0833333358168602,32.0,0.0,1.0,0.0,-254730.97845695913,7869.0,0.0,0.0,7869.0,0.65575,0.0,0.0,0.65575,nan,nan,nan
Plain BOSCO (0 humans),95,0,0,4000,nan,nan,0.0546875,21.0,0.0,1.0,0.0,-132639.9521200657,4009.0,0.0,0.0,4009.0,0.33408333333333334,0.0,0.0,0.33408333333333334,nan,nan,nan
Plain BOSCO (0 humans),96,0,0,4000,nan,nan,0.3151041865348816,121.0,0.0,1.0,0.0,-13108.04903548956,114.0,0.0,0.0,114.0,0.0095,0.0,0.0,0.0095,nan,nan,nan
Plain BOSCO (0 humans),97,0,0,4000,nan,nan,0.265625,102.0,0.0,1.0,0.0,-129981.30060001463,3976.0,0.0,0.0,3976.0,0.3313333333333333,0.0,0.0,0.3313333333333333,nan,nan,nan
Plain BOSCO (0 humans),98,0,0,4000,nan,nan,0.1979166716337204,76.0,0.0,1.0,0.0,-237547.93699658662,7482.0,0.0,0.0,7482.0,0.6235,0.0,0.0,0.6235,nan,nan,nan
Plain BOSCO (0 humans),99,0,0,4000,nan,nan,0.15625,60.0,0.0,1.0,0.0,-503883.5167052448,3922.0,7442.0,0.0,11364.0,0.3268333333333333,0.6201666666666666,0.0,0.947,nan,nan,nan
Plain BOSCO (0 humans),100,0,0,4000,nan,nan,0.4114583432674408,158.0,0.0,1.0,0.0,-125566.5091214478,3563.0,136.0,0.0,3699.0,0.29691666666666666,0.011333333333333334,0.0,0.30825,nan,nan,nan
Plain BOSCO (0 humans),101,0,0,4000,nan,nan,0.1822916716337204,70.0,0.0,1.0,0.0,-237750.5703755021,7502.0,0.0,0.0,7502.0,0.6251666666666666,0.0,0.0,0.6251666666666666,nan,nan,nan
Plain BOSCO (0 humans),102,0,0,4000,nan,nan,0.1328125,51.0,0.0,1.0,0.0,-243762.4305138588,7780.0,0.0,0.0,7780.0,0.6483333333333333,0.0,0.0,0.6483333333333333,nan,nan,nan
Plain BOSCO (0 humans),103,0,0,4000,nan,nan,0.2239583432674408,86.0,0.0,1.0,0.0,-233816.00513239205,7403.0,10.0,0.0,7413.0,0.6169166666666667,0.0008333333333333334,0.0,0.61775,nan,nan,nan
Plain BOSCO (0 humans),104,0,0,4000,nan,nan,0.4739583432674408,182.0,0.0,1.0,0.0,-208153.40836431086,6604.0,0.0,0.0,6604.0,0.5503333333333333,0.0,0.0,0.5503333333333333,nan,nan,nan
Plain BOSCO (0 humans),105,0,0,4000,nan,nan,0.1484375,57.0,0.0,1.0,0.0,-373159.90868604183,11454.0,40.0,0.0,11494.0,0.9545,0.0033333333333333335,0.0,0.9578333333333333,nan,nan,nan
Plain BOSCO (0 humans),106,0,0,4000,nan,nan,0.6302083730697632,242.0,0.0,1.0,0.0,-220500.901197955,7063.0,0.0,0.0,7063.0,0.5885833333333333,0.0,0.0,0.5885833333333333,nan,nan,nan
Plain BOSCO (0 humans),107,0,0,4000,nan,nan,0.375,144.0,0.0,1.0,0.0,-424774.84418284893,4032.0,5686.0,0.0,9718.0,0.336,0.47383333333333333,0.0,0.8098333333333333,nan,nan,nan
Plain BOSCO (0 humans),108,0,0,4000,nan,nan,0.1901041716337204,73.0,0.0,1.0,0.0,-235687.05976374447,7490.0,0.0,0.0,7490.0,0.6241666666666666,0.0,0.0,0.6241666666666666,nan,nan,nan
Plain BOSCO (0 humans),109,0,0,4000,nan,nan,0.0546875,21.0,0.0,1.0,0.0,-132627.04073876143,4019.0,0.0,0.0,4019.0,0.33491666666666664,0.0,0.0,0.33491666666666664,nan,nan,nan
Plain BOSCO (0 humans),110,0,0,4000,nan,nan,0.0885416716337204,34.0,0.0,1.0,0.0,-134575.53610092402,4031.0,0.0,0.0,4031.0,0.33591666666666664,0.0,0.0,0.33591666666666664,nan,nan,nan
Plain BOSCO (0 humans),111,0,0,4000,nan,nan,0.0625,24.0,0.0,1.0,0.0,-249675.17569172382,7905.0,0.0,0.0,7905.0,0.65875,0.0,0.0,0.65875,nan,nan,nan
Plain BOSCO (0 humans),112,0,0,4000,nan,nan,0.3619791865348816,139.0,0.0,1.0,0.0,-215274.6976992488,6846.0,0.0,0.0,6846.0,0.5705,0.0,0.0,0.5705,nan,nan,nan
Plain BOSCO (0 humans),113,0,0,4000,nan,nan,0.0703125,27.0,0.0,1.0,0.0,-139231.45029461384,3977.0,72.0,0.0,4049.0,0.3314166666666667,0.006,0.0,0.33741666666666664,nan,nan,nan
Plain BOSCO (0 humans),114,0,0,4000,nan,nan,0.0546875,21.0,0.0,1.0,0.0,-17875.640853524208,145.0,0.0,0.0,145.0,0.012083333333333333,0.0,0.0,0.012083333333333333,nan,nan,nan
Plain BOSCO (0 humans),115,0,0,4000,nan,nan,0.171875,66.0,0.0,1.0,0.0,-21942.853033959866,103.0,70.0,0.0,173.0,0.008583333333333333,0.005833333333333334,0.0,0.014416666666666666,nan,nan,nan
Plain BOSCO (0 humans),116,0,0,4000,nan,nan,0.0755208358168602,29.0,0.0,1.0,0.0,-16631.11930024624,118.0,0.0,0.0,118.0,0.009833333333333333,0.0,0.0,0.009833333333333333,nan,nan,nan
Plain BOSCO (0 humans),117,0,0,4000,nan,nan,0.0651041716337204,25.0,0.0,1.0,0.0,-250741.1690955758,7903.0,0.0,0.0,7903.0,0.6585833333333333,0.0,0.0,0.6585833333333333,nan,nan,nan
Plain BOSCO (0 humans),118,0,0,4000,nan,nan,0.0442708358168602,17.0,0.0,1.0,0.0,-251464.22796452045,7961.0,0.0,0.0,7961.0,0.6634166666666667,0.0,0.0,0.6634166666666667,nan,nan,nan
Plain BOSCO (0 humans),119,0,0,4000,nan,nan,0.2395833432674408,92.0,0.0,1.0,0.0,-115383.34641075134,3421.0,0.0,0.0,3421.0,0.28508333333333336,0.0,0.0,0.28508333333333336,nan,nan,nan
Plain BOSCO (0 humans),120,0,0,4000,nan,nan,0.0546875,21.0,0.0,1.0,0.0,-139864.09688925743,4008.0,0.0,0.0,4008.0,0.334,0.0,0.0,0.334,nan,nan,nan
